University Name,Qualification Type,Course Name,Campus Location,Class Timings
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Weekend,Request from Admin,Part-time Weekend
Ulaw,PgDL,Postgraduate Diploma (Law Conversion) PgDL - Part-time Weekend,Newcastle,Part-time Weekend
Ulaw,PgDL,Postgraduate Diploma (Law Conversion) PgDL - Part-time Weekend,Request from Admin,Part-time Weekend
Ulaw,PgDL,Postgraduate Diploma (Law Conversion) PgDL - Part-time Weekend,London,Part-time Weekend
Ulaw,MA,MA Law (Conversion) - Part-time Weekend,Request from Admin,Part-time Weekend
Ulaw,MA,MA Law (Conversion) - Part-time Weekend,Newcastle,Part-time Weekend
Ulaw,MA,MA Law (Conversion) - Part-time Weekend,London,Part-time Weekend
Ulaw,MA,MA Law (SQE1) - Part-time Weekend,Newcastle,Part-time Weekend
Ulaw,MA,MA Law (SQE1) - Part-time Weekend,Request from Admin,Part-time Weekend
Ulaw,MA,MA Law (SQE1) - Part-time Weekend,London,Part-time Weekend
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Weekend,Newcastle,Part-time Weekend
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Weekend,London,Part-time Weekend
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Weekend,Leeds,Part-time Weekend
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Weekend,Bristol,Part-time Weekend
Ulaw,LLM,LLM Master of Law (General) - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Legal Ethics - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Investment Regulation - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM International Human Rights Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM International Finance Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM International Energy Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM International Criminal Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM International Corporate Governance - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM International Commercial Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM International Arbitration - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM International and Comparative Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Insurance Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Insolvency Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Immigration Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Healthcare Regulation - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Family Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Maritime Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Environmental Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Employment Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Data Protection and Intellectual Property - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Corporate Social Responsibility and Sustainability - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Corporate Governance Grad: CG - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Corporate Governance - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Construction Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Compliance and Regulation - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Company Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Child Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Banking and Debt Finance - Part-time Online,Online,Part-time Online
Ulaw,Gra,Graduate Solicitor Apprenticeship (SQE1&2) - Part-time Online,Online,Part-time Online
Ulaw,PgDL,Solicitor Apprenticeship - Part-time Online,Online,Part-time Online
Ulaw,EU,EU Law Standalone Module - Part-time Online,Online,Part-time Online
Ulaw,PgDL,Postgraduate Diploma (Law Conversion) PgDL - Part-time Online,Online,Part-time Online
Ulaw,MSc,MSc Project Management - Part-time Online,Online,Part-time Online
Ulaw,MA,MA Law (Conversion) - Part-time Online,Online,Part-time Online
Ulaw,MA,MA Law (SQE1) - Part-time Online,Online,Part-time Online
Ulaw,LPC,LPC - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Online,Online,Part-time Online
Ulaw,MSc,MSc Marketing - Part-time Online,Online,Part-time Online
Ulaw,MSc,MSc Psychology (Conversion) - Part-time Online,Online,Part-time Online
Ulaw,Gra,Graduate Apprenticeship – Law Essentials - Part-time Online,Online,Part-time Online
Ulaw,MA,"MA Higher Education Administration, Management and Leadership - Part-time Online",Online,Part-time Online
Ulaw,MSc,MSc Strategic Business Management - Part-time Online,Online,Part-time Online
Ulaw,MSc,MSc Business Analytics - Part-time Online,Online,Part-time Online
Ulaw,MSc,MSc Corporate Financial Management - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM International Business Law - Part-time Online,Online,Part-time Online
Ulaw,MSc,MSc Legal Technology - Part-time Online,Online,Part-time Online
Ulaw,MSc,MSc Criminology and Criminal Justice - Part-time Online,Online,Part-time Online
Ulaw,MSc,MSc Leadership and Human Resource Management - Part-time Online,Online,Part-time Online
Ulaw,MSc,MSc Human Resources with Employment Law - Part-time Online,Online,Part-time Online
Ulaw,MSc,MSc Global Accounting (Top Up) - Part-time Online,Online,Part-time Online
Ulaw,MSc,MSc Corporate Governance with Company Law - Part-time Online,Online,Part-time Online
Ulaw,MSc,MSc Cyber Security Management - Part-time Online,Online,Part-time Online
Ulaw,MA,MA Education - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Public International Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Mental Health Law - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Medical Law & Ethics - Part-time Online,Online,Part-time Online
Ulaw,LLM,LLM Mediation and Alternative Dispute Resolution - Part-time Online,Online,Part-time Online
Ulaw,LLM,"LLM Media Law, Privacy and Defamation - Part-time Online",Online,Part-time Online
Ulaw,LLM,LLM Master of Law (International) - Part-time Online,Online,Part-time Online
Ulaw,PgDL,Postgraduate Diploma (Law Conversion) PgDL - Part-time Evening,London,Part-time Evening
Ulaw,MA,MA Law (Conversion) - Part-time Evening,London,Part-time Evening
Ulaw,MA,MA Law (SQE1) - Part-time Evening,London,Part-time Evening
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Evening,Request from Admin,Part-time Evening
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Evening,London,Part-time Evening
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Day,Request from Admin,Part-time Day
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Day,Newcastle,Part-time Day
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Day,Nottingham,Part-time Day
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Day,Manchester,Part-time Day
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Day,London,Part-time Day
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Day,Leeds,Part-time Day
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Day,Bristol,Part-time Day
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Part-time Day,Birmingham,Part-time Day
Ulaw,LLM,LLM Master of Law (International) - Part-time,Birmingham,Part-time
Ulaw,LLM,LLM International Criminal Law - Part-time,London,Part-time
Ulaw,LLM,LLM Master of Law (General) - Part-time,Request from Admin,Part-time
Ulaw,LLM,LLM Master of Law (General) - Part-time,Leeds,Part-time
Ulaw,LLM,LLM Master of Law (General) - Part-time,Bristol,Part-time
Ulaw,LLM,LLM Master of Law (General) - Part-time,Birmingham,Part-time
Ulaw,LLM,LLM Maritime Law - Part-time,London,Part-time
Ulaw,LLM,LLM Legal Ethics - Part-time,London,Part-time
Ulaw,LLM,LLM Investment Regulation - Part-time,London,Part-time
Ulaw,LLM,LLM International Human Rights Law - Part-time,Request from Admin,Part-time
Ulaw,LLM,LLM International Finance Law - Part-time,London,Part-time
Ulaw,LLM,LLM International Energy Law - Part-time,London,Part-time
Ulaw,LLM,LLM International Criminal Law - Part-time,Request from Admin,Part-time
Ulaw,LLM,LLM International Criminal Law - Part-time,Birmingham,Part-time
Ulaw,LLM,LLM International Human Rights Law - Part-time,Birmingham,Part-time
Ulaw,LLM,LLM International Human Rights Law - Part-time,London,Part-time
Ulaw,LLM,LLM International Corporate Governance - Part-time,Request from Admin,Part-time
Ulaw,LLM,LLM International Corporate Governance - Part-time,London,Part-time
Ulaw,LLM,LLM International Corporate Governance - Part-time,Bristol,Part-time
Ulaw,LLM,LLM International Commercial Law - Part-time,Request from Admin,Part-time
Ulaw,LLM,LLM International Commercial Law - Part-time,Leeds,Part-time
Ulaw,LLM,LLM International Commercial Law - Part-time,Bristol,Part-time
Ulaw,LLM,LLM International Business Law - Part-time,Leeds,Part-time
Ulaw,LLM,LLM International Business Law - Part-time,Request from Admin,Part-time
Ulaw,LLM,LLM International Business Law - Part-time,London,Part-time
Ulaw,LLM,LLM International Business Law - Part-time,Bristol,Part-time
Ulaw,LLM,LLM International Arbitration - Part-time,London,Part-time
Ulaw,LLM,LLM International Arbitration - Part-time,Birmingham,Part-time
Ulaw,LLM,LLM International and Comparative Law - Part-time,London,Part-time
Ulaw,LLM,LLM Insurance Law - Part-time,Request from Admin,Part-time
Ulaw,LLM,LLM Insurance Law - Part-time,London,Part-time
Ulaw,LLM,LLM Insolvency Law - Part-time,London,Part-time
Ulaw,LLM,LLM Immigration Law - Part-time,London,Part-time
Ulaw,MSc,MSc Strategic Business Management - Part-time,Birmingham,Part-time
Ulaw,LLM,LLM Healthcare Regulation - Part-time,London,Part-time
Ulaw,LLM,LLM Family Law - Part-time,London,Part-time
Ulaw,LLM,LLM Environmental Law - Part-time,London,Part-time
Ulaw,LLM,LLM Employment Law - Part-time,Request from Admin,Part-time
Ulaw,LLM,LLM Employment Law - Part-time,London,Part-time
Ulaw,LLM,LLM Employment Law - Part-time,Leeds,Part-time
Ulaw,LLM,LLM Data Protection and Intellectual Property - Part-time,Request from Admin,Part-time
Ulaw,LLM,LLM Data Protection and Intellectual Property - Part-time,London,Part-time
Ulaw,LLM,LLM Data Protection and Intellectual Property - Part-time,Leeds,Part-time
Ulaw,LLM,LLM Data Protection and Intellectual Property - Part-time,Bristol,Part-time
Ulaw,LLM,LLM Corporate Social Responsibility and Sustainability - Part-time,London,Part-time
Ulaw,LLM,LLM Corporate Governance Grad: CG - Part-time,Request from Admin,Part-time
Ulaw,LLM,LLM Corporate Governance Grad: CG - Part-time,London,Part-time
Ulaw,LLM,LLM Master of Law (International) - Part-time,Bristol,Part-time
Ulaw,LLM,LLM Corporate Governance - Part-time,Request from Admin,Part-time
Ulaw,LLM,LLM Corporate Governance - Part-time,London,Part-time
Ulaw,LLM,LLM Master of Law (General) - Part-time,London,Part-time
Ulaw,LLM,LLM Construction Law - Part-time,London,Part-time
Ulaw,LLM,LLM Compliance and Regulation - Part-time,London,Part-time
Ulaw,LLM,LLM Company Law - Part-time,Request from Admin,Part-time
Ulaw,LLM,LLM Company Law - Part-time,London,Part-time
Ulaw,LLM,LLM Child Law - Part-time,London,Part-time
Ulaw,LLM,LLM Banking and Debt Finance - Part-time,London,Part-time
Ulaw,MSc,MSc Legal Technology - Part-time,Bristol,Part-time
Ulaw,MSc,MSc Marketing - Part-time,London,Part-time
Ulaw,MSc,MSc Strategic Business Management - Part-time,Leeds,Part-time
Ulaw,MSc,MSc Strategic Business Management - Part-time,Request from Admin,Part-time
Ulaw,MSc,MSc Strategic Business Management - Part-time,London,Part-time
Ulaw,MSc,MSc Psychology (Conversion) - Part-time,London,Part-time
Ulaw,MSc,MSc Psychology (Conversion) - Part-time,Leeds,Part-time
Ulaw,MSc,MSc Project Management - Part-time,Request from Admin,Part-time
Ulaw,MSc,MSc Project Management - Part-time,London,Part-time
Ulaw,MSc,MSc Project Management - Part-time,Leeds,Part-time
Ulaw,MSc,MSc Project Management - Part-time,Birmingham,Part-time
Ulaw,MSc,MSc Marketing - Part-time,Request from Admin,Part-time
Ulaw,MSc,MSc Marketing - Part-time,Birmingham,Part-time
Ulaw,MSc,MSc Legal Technology - Part-time,London,Part-time
Ulaw,MSc,MSc Leadership and Human Resource Management - Part-time,Birmingham,Part-time
Ulaw,MSc,MSc Cyber Security Management - Part-time,London,Part-time
Ulaw,MSc,MSc Cyber Security Management - Part-time,Request from Admin,Part-time
Ulaw,MSc,MSc Cyber Security Management - Part-time,Birmingham,Part-time
Ulaw,MSc,MSc Corporate Governance with Company Law - Part-time,London,Part-time
Ulaw,MSc,MSc Corporate Financial Management - Part-time,London,Part-time
Ulaw,MSc,MSc Corporate Financial Management - Part-time,Birmingham,Part-time
Ulaw,MSc,MSc Human Resources with Employment Law - Part-time,London,Part-time
Ulaw,LLM,LLM International Commercial Law - Part-time,London,Part-time
Ulaw,MSc,MSc Business Analytics - Part-time,Request from Admin,Part-time
Ulaw,MSc,MSc Business Analytics - Part-time,London,Part-time
Ulaw,MSc,MSc Business Analytics - Part-time,Birmingham,Part-time
Ulaw,LLM,LLM Public International Law - Part-time,London,Part-time
Ulaw,LLM,LLM Mental Health Law - Part-time,Request from Admin,Part-time
Ulaw,MSc,MSc Leadership and Human Resource Management - Part-time,London,Part-time
Ulaw,LLM,LLM Mental Health Law - Part-time,London,Part-time
Ulaw,LLM,LLM Medical Law & Ethics - Part-time,Request from Admin,Part-time
Ulaw,LLM,LLM Medical Law & Ethics - Part-time,London,Part-time
Ulaw,LLM,LLM Mediation and Alternative Dispute Resolution - Part-time,Request from Admin,Part-time
Ulaw,LLM,LLM Mediation and Alternative Dispute Resolution - Part-time,London,Part-time
Ulaw,LLM,LLM Mediation and Alternative Dispute Resolution - Part-time,Birmingham,Part-time
Ulaw,LLM,"LLM Media Law, Privacy and Defamation - Part-time",London,Part-time
Ulaw,LLM,LLM Master of Law (International) - Part-time,London,Part-time
UK Holmes (University of Chichester),MSc,MSc Information Systems with Project Management,London,Online (Weekdays + Weekend)
UK Holmes (University of Chichester),MSc,MSc Information Systems with Cyber Security,London,Online (Weekdays + Weekend)
UK Holmes (University of Chichester),MSc,MSc Information Systems with Business Analytics,London,Online (Weekdays + Weekend)
Arden,MSc,MSc Strategic Human Resource Management,Online,Online
Arden,MSc,MSc Engineering Management (CMI),Online,Online
Northumbria University,MSc,Y,London,Online
Northumbria University,MSc,MSc Cyber Security,London,Online
Arden,LLM,LLM in Professional Legal Practice (SQE1 and SQE2),Online,Online
Arden,MA,MA Serious and Violent Crime,Online,Online
Arden,PG,PG Cert in Digital Education in Practice,Online,Online
Arden,PG,PG Cert Neurodiversity,Online,Online
Arden,MSc,MSc Business Psychology,Online,Online
Arden,MSc,MSc Psychology Conversion Degree (BPS),Online,Online
Arden,MA,MA Design Management (Formerly MA Visual Commention Design (Managment),Online,Online
Arden,MSc,MSc Data Science,Online,Online
Arden,MSc,MSc Cyber Security,Online,Online
Arden,MSc,MSc Project Management (APM),Online,Online
Arden,MSc,MSc Supply Chain Management and Logistics,Online,Online
Arden,MSc,MSc Strategic Digital Marketing,Online,Online
Arden,MSc,MSc Health and Care Management (top-up),Online,Online
Arden,MSc,MSc Global Health Management,Online,Online
Arden,Master,Master of Public Health (MPH),Online,Online
Arden,MSc,MSc Accounting and Finance,Online,Online
Arden,MBA,MBA (Top-Up),Online,Online
Arden,MBA,MBA,Online,Online
Arden,MBA,Executive MBA (Finance),Online,Online
Arden,MBA,Executive MBA,Online,Online
Arden,MSc,MSc Business Transformation,Online,Online
Arden,MBA,Executive MBA (AI),Online,Online
Arden,MSc,MSc Accounting and Finance (Top-up),Online,Online
Ulaw,LLB,LLB (Hons) Law - Full-time Online 3 year programme,Online,Full-time Online 
Ulaw,LLM,LLM Master of Law (International) - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Master of Law (General) - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Maritime Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Legal Ethics - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Investment Regulation - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM International Human Rights Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM International Finance Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM International Energy Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM International Criminal Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM International Corporate Governance - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM International Commercial Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM International Business Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM International Arbitration - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM International and Comparative Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Insurance Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Insolvency Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Immigration Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Healthcare Regulation - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Family Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Environmental Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Employment Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Data Protection and Intellectual Property - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Corporate Social Responsibility and Sustainability - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Corporate Governance Grad: CG - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Corporate Governance - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Construction Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Compliance and Regulation - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Company Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Child Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Banking and Debt Finance - Full-time Online,Online,Full-time Online
Ulaw,PgDL,Postgraduate Diploma (Law Conversion) PgDL - Full-time Online,Online,Full-time Online
Ulaw,MA,MA Law (Conversion) - Full-time Online,Online,Full-time Online
Ulaw,MA,MA Law (SQE1) - Full-time Online,Online,Full-time Online
Ulaw,LPC,LPC - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Psychology (Conversion) - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Strategic Business Management with Professional Practice - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Strategic Business Management - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Project Management with Professional Practice - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Project Management - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Marketing with Professional Practice - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Marketing - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Legal Technology - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Leadership and Human Resource Management with Professional Practice - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Leadership and Human Resource Management - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Human Resources with Employment Law with Professional Practice - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Human Resources with Employment Law - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Cyber Security Management with Professional Practice - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Cyber Security Management - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Corporate Governance with Company Law with Professional Practice - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Criminology and Criminal Justice - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Corporate Governance with Company Law - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Global Accounting (Top Up) - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Corporate Financial Management with Professional Practice - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Corporate Financial Management - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Business Analytics with Professional Practice - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Full-time Online,Online,Full-time Online
Ulaw,MSc,MSc Business Analytics - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Public International Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Mental Health Law - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Medical Law & Ethics - Full-time Online,Online,Full-time Online
Ulaw,LLM,LLM Mediation and Alternative Dispute Resolution - Full-time Online,Online,Full-time Online
Ulaw,LLM,"LLM Media Law, Privacy and Defamation - Full-time Online",Online,Full-time Online
Ulaw,LLM,LLM Master of Law (International) - Full-time,London,Full-time
Ulaw,LLM,LLM Master of Law (International) - Full-time,Bristol,Full-time
Ulaw,LLM,LLM Master of Law (International) - Full-time,Birmingham,Full-time
Ulaw,LLM,LLM Master of Law (General) - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM Master of Law (General) - Full-time,London,Full-time
Ulaw,LLM,LLM Master of Law (General) - Full-time,Leeds,Full-time
Ulaw,LLM,LLM Master of Law (General) - Full-time,Bristol,Full-time
Ulaw,LLM,LLM Master of Law (General) - Full-time,Birmingham,Full-time
Ulaw,LLM,LLM Maritime Law - Full-time,London,Full-time
Ulaw,LLM,LLM Legal Ethics - Full-time,London,Full-time
Ulaw,LLM,LLM Investment Regulation - Full-time,London,Full-time
Ulaw,LLM,LLM International Human Rights Law - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM International Human Rights Law - Full-time,London,Full-time
Ulaw,LLM,LLM International Human Rights Law - Full-time,Birmingham,Full-time
Ulaw,LLM,LLM International Finance Law - Full-time,London,Full-time
Ulaw,LLM,LLM International Energy Law - Full-time,London,Full-time
Ulaw,LLM,LLM International Criminal Law - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM International Criminal Law - Full-time,London,Full-time
Ulaw,LLM,LLM International Criminal Law - Full-time,Birmingham,Full-time
Ulaw,LLM,LLM International Corporate Governance - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM International Corporate Governance - Full-time,London,Full-time
Ulaw,LLM,LLM International Corporate Governance - Full-time,Bristol,Full-time
Ulaw,LLM,LLM International Commercial Law - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM International Commercial Law - Full-time,London,Full-time
Ulaw,LLM,LLM International Commercial Law - Full-time,Leeds,Full-time
Ulaw,LLM,LLM International Commercial Law - Full-time,Bristol,Full-time
Ulaw,LLM,LLM International Business Law - Full-time,Leeds,Full-time
Ulaw,LLM,LLM International Business Law - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM International Business Law - Full-time,London,Full-time
Ulaw,LLM,LLM International Business Law - Full-time,Bristol,Full-time
Ulaw,LLM,LLM International Arbitration - Full-time,London,Full-time
Ulaw,LLM,LLM International Arbitration - Full-time,Birmingham,Full-time
Ulaw,LLM,LLM International and Comparative Law - Full-time,London,Full-time
Ulaw,LLM,LLM Insurance Law - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM Insurance Law - Full-time,London,Full-time
Ulaw,LLM,LLM Insolvency Law - Full-time,London,Full-time
Ulaw,LLM,LLM Immigration Law - Full-time,London,Full-time
Ulaw,LLM,LLM Healthcare Regulation - Full-time,London,Full-time
Ulaw,LLM,LLM Family Law - Full-time,London,Full-time
Ulaw,LLM,LLM Environmental Law - Full-time,London,Full-time
Ulaw,LLM,LLM Employment Law - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM Employment Law - Full-time,London,Full-time
Ulaw,LLM,LLM Employment Law - Full-time,Leeds,Full-time
Ulaw,LLM,LLM Data Protection and Intellectual Property - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM Data Protection and Intellectual Property - Full-time,London,Full-time
Ulaw,LLM,LLM Data Protection and Intellectual Property - Full-time,Leeds,Full-time
Ulaw,LLM,LLM Data Protection and Intellectual Property - Full-time,Bristol,Full-time
Ulaw,LLM,LLM Corporate Social Responsibility and Sustainability - Full-time,London,Full-time
Ulaw,LLM,LLM Corporate Governance Grad: CG - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM Corporate Governance Grad: CG - Full-time,London,Full-time
Ulaw,LLM,LLM Corporate Governance - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM Corporate Governance - Full-time,London,Full-time
Ulaw,LLM,LLM Construction Law - Full-time,London,Full-time
Ulaw,LLM,LLM Compliance and Regulation - Full-time,London,Full-time
Ulaw,LLM,LLM Company Law - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM Company Law - Full-time,London,Full-time
Ulaw,MSc,MSc Project Management with Professional Practice - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM Child Law - Full-time,London,Full-time
Ulaw,LLM,LLM Banking and Debt Finance - Full-time,London,Full-time
Ulaw,PgDL,Postgraduate Diploma (Law Conversion) PgDL - Full-time,Newcastle,Full-time
Ulaw,PgDL,Postgraduate Diploma (Law Conversion) PgDL - Full-time,Request from Admin,Full-time
Ulaw,PgDL,Postgraduate Diploma (Law Conversion) PgDL - Full-time,London,Full-time
Ulaw,PgDL,Postgraduate Diploma (Law Conversion) PgDL - Full-time,Leeds,Full-time
Ulaw,PgDL,Postgraduate Diploma (Law Conversion) PgDL - Full-time,Bristol,Full-time
Ulaw,PgDL,Postgraduate Diploma (Law Conversion) PgDL - Full-time,Birmingham,Full-time
Ulaw,MA,MA Law (Conversion) - Full-time,Newcastle,Full-time
Ulaw,MA,MA Law (Conversion) - Full-time,Request from Admin,Full-time
Ulaw,MA,MA Law (Conversion) - Full-time,London,Full-time
Ulaw,MA,MA Law (Conversion) - Full-time,Leeds,Full-time
Ulaw,MA,MA Law (Conversion) - Full-time,Bristol,Full-time
Ulaw,MA,MA Law (Conversion) - Full-time,Birmingham,Full-time
Ulaw,MA,MA Law (SQE1) - Full-time,Newcastle,Full-time
Ulaw,MA,MA Law (SQE1) - Full-time,Request from Admin,Full-time
Ulaw,MA,MA Law (SQE1) - Full-time,London,Full-time
Ulaw,MA,MA Law (SQE1) - Full-time,Leeds,Full-time
Ulaw,MA,MA Law (SQE1) - Full-time,Birmingham,Full-time
Ulaw,LPC,LPC - Full-time,Request from Admin,Full-time
Ulaw,LPC,LPC - Full-time,London,Full-time
Ulaw,LPC,LPC - Full-time,Leeds,Full-time
Ulaw,LPC,LPC - Full-time,Birmingham,Full-time
Ulaw,MSc,MSc Project Management - Full-time,Leeds,Full-time
UWTSD,Msc,MSc Cybersecurity and Digital Forensics,Request from Admin,Full-time
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Full-time,Newcastle,Full-time
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Full-time,Request from Admin,Full-time
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Full-time,London,Full-time
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Full-time,Leeds,Full-time
Ulaw,LLM,LLM Legal Practice (SQE1&2) - Full-time,Bristol,Full-time
Ulaw,MSc,MSc Strategic Business Management with Professional Practice - Full-time,Request from Admin,Full-time
Ulaw,MSc,MSc Strategic Business Management with Professional Practice - Full-time,London,Full-time
Ulaw,MSc,MSc Strategic Business Management with Professional Practice - Full-time,Leeds,Full-time
Ulaw,MSc,MSc Strategic Business Management with Professional Practice - Full-time,Birmingham,Full-time
Ulaw,MSc,MSc Strategic Business Management - Full-time,Leeds,Full-time
Ulaw,MSc,MSc Strategic Business Management - Full-time,Request from Admin,Full-time
Ulaw,MSc,MSc Strategic Business Management - Full-time,London,Full-time
Ulaw,MSc,MSc Strategic Business Management - Full-time,Birmingham,Full-time
Ulaw,MSc,MSc Psychology (Conversion) - Full-time,London,Full-time
